,index,comment,label
84,84,pin tuột hơi bị nhanh đấy chỉ lướt fb bật tiết_kiệm pin mà có p từ còn cảm_biến vâng tay tạm thôi chụp hình đẹp chỉ k hài_lòng về pin của con này thôi bù lại sạc nhanh nên cũng đỡ,"[ 1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  2.  1.  1. -1. -1. -1. -1. -1.
 -1. -1.]"
85,85,cảm_nhận của mình khi sử_dụng a thật_sự quá tốt mình cũng sợ lỗi này nó khi tham khảm nhiều ý_kiến nhưng khi mua rồi thật_sự không có gì để chê_trách pin trâu màn đẹp xem phim chơi game rất thích đặc_biệt viền bezel của máy rất mỏng ae nào còn lăng tăng hay vẫn tham khảm thì mình nói thật nên mua mà trải nghiệm mới biết được máy như thế_nào đâu phải một máy lỗi là tất_cả đều bị lỗi đâu riêng mình đánh_giá e này rất tốt so với tầm tiền này bỏ ra nhé,"[ 0.  0.  1.  1.  0.  1.  1.  1.  0.  0. -1. -1.  2.  2. -1.  2.  1.  2.
 -1. -1.]"
86,86,máy ok chỉ có hơi thất_vọng về pin và không có tấm dán màn zin dùng tấm dán film cảm_giác k mượt thái_độ phục_vụ rất tốt cho,"[ 0.  0.  1.  0.  0.  1.  0.  0.  1.  0. -1. -1.  0. -1. -1.  2. -1. -1.
  1. -1.]"
87,87,máy mới nghe gọi to rõ ok nhân_viên tgdd rất nhiệt_tình rất thích máy tuy nghệ gọi những đây đủ chức_năng nghe nhạc to khá hay,"[ 0.  1.  0.  0.  0.  0.  0.  0.  1.  0. -1.  2. -1. -1. -1. -1. -1. -1.
  2. -1.]"
88,88,máy dùng ok pin trâu nhân_viên tư_vấn nhiệt_tình chất_lượng đúng với giá_thành,"[ 0.  0.  1.  0.  0.  1.  1.  0.  1.  0. -1. -1.  2. -1. -1.  2.  1. -1.
  2. -1.]"
89,89,quá ngon mọi người ơi ủng_hộ bác vượng đi nào v pin trâu mượt_mà nhiều tính_năng thú_vị đặc_biệt là trả_lời tin nhắn nhanh như trên wp,"[ 0.  1.  1.  0.  0.  1.  0.  0.  1.  0. -1.  2.  2. -1. -1.  2. -1. -1.
  2. -1.]"
90,90,"dùng được ngày mọi trải nghiệm tuyệt_vời pin ổn màn_hình rất tốt không hề xấu hay rổ 
 duy_nhất khoảng chụp ảnh xóa_phông vật_thể làm chưa tốt chắc do thiếu camera tele","[ 1.  0.  1.  0.  0.  1.  0.  1.  0.  0.  0. -1.  2. -1. -1.  2. -1.  2.
 -1. -1.]"
91,91,điện_thoại mọi thứ đều ổn chỉ có cảm_biến vân tay và pin hơi tệ so với giá này,"[ 0.  1.  1.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0. -1. -1.  2. -1. -1.
 -1. -1.]"
92,92,"ngày đầu mua về là đã bị lỗi mở mạng bị đơ 
 dag nt hoặc đang xem youtube fb lướt nhảy out là ngoài nhiều lần như vậy ai cũng nói màng amoled đẹp thấy chả có gì là đẹp chụp hình thì tệ xấu nhất là gọi video thua xa con oppo f nửa ai mà mua nhu_cầu chụp hình thì đừng mua dòng này bin cũng như bằng của f thôi chỉ đc cái sax nhanh và đã đem đi đỗi","[ 1.  0.  1.  1.  0.  1.  0.  1.  0.  0.  0. -1.  1.  0. -1.  0. -1.  0.
 -1. -1.]"
93,93,mới mua được hơn tháng màn_hình bị lỗi có chấm xanh trên màn_hình cảm_ứng hơi đơ loa hơi rè rè mình sẽ đến điện_máy xanh để bảo_hành màn hìnhquá buồn cho một cái giá cao mà đổi lại k hài_lòng cảm_thấy hối_hận khi mua máy,"[ 0.  1.  0.  0.  0.  1.  1.  1.  0.  0. -1.  0. -1. -1. -1.  0.  0.  0.
 -1. -1.]"
94,94,"máy bị lỗi kết_nối bluetooth đã đổi máy mới nhưng vẫn bị tình_trạng kết_nối chập_chờn 
 chưa bao_giờ sài samsung mà_lại ko hài hài_lòng như bây_giờ","[ 0.  1.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0. -1. -1. -1. -1. -1. -1.
  0. -1.]"
95,95,điện_thoại khá tốt pin trâu khá mượt bắt wifi cực tốt chỉ là thỉnh_thoảng máy bị đơ phải thoát ra vào lại và máy ko cập_nhật lên miul,"[ 0.  1.  1.  1.  0.  1.  0.  0.  0.  0. -1.  2.  2.  1. -1.  2. -1. -1.
 -1. -1.]"
96,96,lúc trước nghe bảo điện_thoại chơi game nóng nhưng mua về chiến liên_quân h liên_tục thì chỉ thấy ấm không nóng như lời đồn những thứ khác thì vũng chẳng có gì để nói vì quá ngon rồi,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  1. -1.  2. -1. -1.
 -1. -1.]"
97,97,"máy nếu không chơi game lướt web ít sử_dụng thì giữ pin cao nhất được khoảng ngày tiếng tính luôn cả lúc ngủ nhé vì khi ngủ thì chẳng động gì tới không được ngày như mn nói đâu 
 nhạc nghe cứ cà_giật cà_giật rất khó_chịu luôn 
 quay video bị mờ_chán 
 còn lại okie 🙆","[ 1.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1. -1. -1.  2. -1. -1.
 -1. -1.]"
98,98,nói_chung là khá ổn với mức giá đó có nhược_điểm là selfie mà như vậy k lấy đc nét chuẩn như con as,"[ 1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0. -1. -1. -1. -1.  2.  1. -1.
 -1. -1.]"
99,99,cam ứng lúc được lúc không pin thì hơi mau hết nhưng được cái sac nhanh không biêt mai_mốt câp nhật nó hết không nữa,"[ 1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1. -1. -1. -1. -1.
 -1. -1.]"
100,100,mọi người suy_nghĩ kỹ trước khi nên mua thứ nhất là bắt sóng yếu thứ hai là camera lâu_lâu bị lỗi chơi game thì bị giật lát ram đa_phần là ram ảo áo không như mọi người nói đâu trước khi mua mọi người nên test tại cửa_hàng thế_giới di_động để có chất_lượng như mình mong_muốn rồi hãy mua,"[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
101,101,pin trâu xạc nhanh chiến game ngon nhưng bắt sóng quá tệ đang xài bị rớt xuống mạng e tắt nguồn khởi_động lại vẫn vậy,"[ 0.  1.  1.  1.  0.  0.  0.  0.  0.  0. -1.  0.  2.  2. -1. -1. -1. -1.
 -1. -1.]"
102,102,chơi game ở mức ổn_định nếu cấu_hình trung_bình lâu_lâu bị lag pin xài lâu sạc pin nhanh giá triệu như_vậy cũng ok,"[ 0.  0.  1.  1.  0.  1.  1.  0.  0.  0. -1. -1.  2.  1. -1.  1.  1. -1.
 -1. -1.]"
103,103,sản_phẩm thiết_kế rất đẹp giá chính hãng bảo_hành rất tốt pin dùng cả ngày đi làm mà ko hết chụp ảnh đẹp tuyệt_vời,"[ 1.  0.  1.  0.  1.  0.  1.  0.  1.  0.  2. -1.  2. -1.  2. -1.  1. -1.
  2. -1.]"
104,104,k bk do bản cập nhập bị lỗi hay k mà càng ngày xài thấy càng lag dt ra hôm_nay nt messenger còn bị lag soạn tin xog mà chữ chưa dk đánh xog nữa bỏ sô tiền cao mua sản_phẩm này thấy thất_vọng quá,"[ 0.  0.  0.  1.  0.  1.  1.  0.  0.  0. -1. -1. -1.  0. -1.  0.  0. -1.
 -1. -1.]"
105,105,hai buồn máy ko như_ý mua tuần pin ko trâu vân tay thì ko nhạy tuy khóa màn_hình mà sơ_hở chưa tắt khóa là bị loạn cảm_ứng gọi lung_tung hết tiền và phiền haizz sai làm khi mua con này nhân_viên tgdd vui_vẻ nhiệt_tình chê máy ko chê thái_độ phục_vụ,"[ 0.  1.  1.  0.  0.  1.  0.  0.  1.  0. -1.  0.  0. -1. -1.  0. -1. -1.
  2. -1.]"
106,106,sao em mới mua ma tụt pin nhanh vạy mà sắc pin lại nhanh pin ko trâu j het xài đc thì tụt phan trăm pin roi,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
107,107,loa ngoài lâu_lâu bị rè không biết là do phần_mềm hay phần_cứng vậy tắt màn_hình mở lên lại hết,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
108,108,"cảm_nhận sau khi sử_dụng tháng 
 máy ok tốt pin lâu cấu_hình chơi game ổn có điều camera ko đc tốt 
 xị hếttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt","[ 1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0. -1.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
109,109,mới_đầu sd thi ổn sau cảm_ứng chạm giật lác treo máy thường_xuyên gọi zalo ma cũng bị treo máy nghĩ mà chán,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0. -1.  0. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
110,110,"máy đẹp màn to tràn mượt trâu nv nhiệt_tình vó quà tặng galaxy đi ăn lòi mảng họng 
 cho sao vì máy mua cho phụ_huynh","[ 0.  0.  1.  1.  1.  0.  0.  1.  1.  0. -1. -1.  2.  2.  2. -1. -1.  2.
  2. -1.]"
111,111,minh dung con note lỗi phần chân sac pinnó tích_hợp quá nhiều ứng_dụng công_năng vì_thế thời_tiết ẩm_ướt là ko sạc được pinmới mua máy vài hôm sạc pin không vào ra hỏi ttbh ssnó trả_lời lỗi ro người dùng bị dính nước tư_vấn mình thay cụm chân sạc nếư đồng_ý phải thanh_toán hơn tr,"[ 0.  0.  0.  0.  1.  0.  0.  0.  0.  0. -1. -1. -1. -1.  0. -1. -1. -1.
 -1. -1.]"
112,112,note pro trừ cái sài g chơi game lag kinh_khủng còn lại ok hết pin trâu,"[ 0.  1.  1.  1.  0.  1.  0.  0.  0.  0. -1.  0.  2.  1. -1.  2. -1. -1.
 -1. -1.]"
113,113,camera trước sau quá kém chấm mà ko bằng chấm của samsungcòn mọi thứ rất tốttạm chấp_nhận với giá tiền đấy,"[ 1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0. -1. -1. -1. -1.  2.  1. -1.
 -1. -1.]"
114,114,mình dùng được tháng đánh_giá cũng khá mượt chơi game cũng ok nhưng chức_năng rung báo cuộc gọi bé nhiều khi đút_túi quần k phát_hiện ra đôi_khi lỗi cuộc_gọi không nghe thấy đầu dây kia nói gì phải khởi_động lại không tắt được chức_năng báo tin nhắn trên zalo mình tìm khá nhiều cách mà chưa đk,"[ 0.  1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  0. -1.  2. -1. -1. -1. -1.
 -1. -1.]"
115,115,xài một tháng mượt sạc nhanh pin trâu chụp ảnh tạm ổn chơi game các kiểu kg nóng nhétóm lại vô đối trong tầm giá,"[ 1.  0.  1.  1.  0.  1.  1.  0.  0.  0.  1. -1.  2.  2. -1.  2.  1. -1.
 -1. -1.]"
116,116,"cammera chụp nên để tỷ_lệ hoặc thì ra bức ảnh khá ok 
 cấu_hình chạy ổn mượt nhưng chơi game hơi nóng máy","[ 1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1. -1. -1.  1. -1. -1. -1. -1.
 -1. -1.]"
117,117,giờ mấy biết những ai đang xài những con máy vismart hay realme mà wifi yếu là do tắt dịch_vụ vị_trí nhé bật lên là max mạnh,"[ 0.  1.  0.  0.  0.  0.  0.  0.  1.  0. -1.  1. -1. -1. -1. -1. -1. -1.
  1. -1.]"
118,118,máy dùng rất tốt ổn_định ko lỗi chơi game rất mượt_mà ổn_định không nóng máy nói_chung ai chơi game nên mua máy này camera thì cũng rất ok pin trâu sạc nhanh nhân_viên bán nhiệt_tình,"[ 1.  0.  1.  1.  0.  1.  0.  0.  1.  0.  2. -1.  2.  2. -1.  2. -1. -1.
  2. -1.]"
119,119,mình mua con a dùng được tháng rồi nói_chung là ok chưa thấy có lỗi gì vì mình ít chơi game,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
120,120,mình mua rồi thật_sự là mượt lắm camera đẹp có cả góc rộng mình mua bản màu xanh đối vs con chip exynos của nhà samsung vậy là ổn rồi pin mah mà mình xài xuyên suốt gần ngày,"[ 1.  0.  1.  1.  1.  0.  0.  0.  0.  0.  2. -1.  2.  2.  1. -1. -1. -1.
 -1. -1.]"
121,121,về cấu_hình thì quá tốt với tầm giá nàynhưng điểm trừ ở đây là kiểu_dáng kém mạnh mẽnếu apple làm gốc cạnh như iphone se thì quá đẹp rồihơi tiếc,"[ 0.  0.  0.  1.  1.  0.  1.  0.  0.  0. -1. -1. -1.  2.  0. -1.  1. -1.
 -1. -1.]"
122,122,mới mua hồi tối mình cảm_thấy sản_phẩm mà hình đẹp game mượt pin ok có điều bắt song g hơi kém dù mình đang ở tp,"[ 0.  1.  1.  1.  0.  0.  0.  1.  0.  0. -1.  0.  2.  2. -1. -1. -1.  2.
 -1. -1.]"
123,123,pin rất tệ luôn không xài gì kiểm_tra k có ứng_dụng ngầm tới chiều còn có uổng_phí khi mua nhân_viên tư_vấn nói xài lâu lắm nên xem_lại cách tư_vấn cho ng mua hàng đừng nói_dối để bán được hàng mà j nghỉ đến quyền_lợi ng tiêu_dùng,"[ 0.  0.  1.  0.  0.  1.  0.  0.  1.  0. -1. -1.  0. -1. -1.  0. -1. -1.
  0. -1.]"
124,124,máy ngon xài ok so tầm gia thì quá ok ngon hơn samsung nhiều chạy mượt chụp xóa_phông ok với lại ưng_ý nhất là sạc nhanh p lên đi xa cần sạc gấp xài con này quá chuẩn siêu tiết_kiệm pin rất thích,"[ 1.  0.  1.  1.  0.  1.  1.  0.  1.  0.  0. -1.  2.  2. -1.  2.  1. -1.
  2. -1.]"
125,125,máy mọi thứ đều tốt đáng tiền nhưng lưu_ý anh_em dùng nên thay cục sạc nhẹ hơn để đỡ nóng máy trai pin nhé chứ sạc nhanh w nóng lắm hãng nào cũng vậy cả,"[ 0.  0.  0.  0.  0.  1.  0.  0.  1.  0. -1. -1. -1. -1. -1.  2. -1. -1.
  1. -1.]"
126,126,máy tốt nhưng mở khóa khuôn_mặt hơi lâu phải đợi khoảng mấy giây chơi liên_quân cũng được dung_lượng pin mah cũng được ngày ko qua được ngày thứ hai camera cũng tạm được,"[ 1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.  1. -1. -1. -1. -1.
 -1. -1.]"
127,127,lúc trước tui mua ở thế_giới di_động tới tr mà sao giờ rẽ thếtui mua về thì máy yếu quá muốn đập thật pin cùi quá,"[ 0.  0.  1.  1.  0.  0.  1.  0.  0.  0. -1. -1.  0.  0. -1. -1.  0. -1.
 -1. -1.]"
128,128,máy xài thì khỏi chê nhưng cảm_ứng vân tay không nhạy có khi bấm mấy lần mới được,"[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
129,129,rất tệ bỏ ra gần triệu để nhận màn_hình lỗi cảm_ứng đa điểm khi chơi liên_quân quá tệ quá tệ rất ức_chế,"[ 0.  1.  0.  0.  0.  1.  1.  0.  0.  0. -1.  0. -1. -1. -1.  0.  1. -1.
 -1. -1.]"
130,130,thật_sự máy rất mượt và mạnh camera rất đẹp và nét màn_hình hiển_thị đẹp pin thì ko trâu lắm,"[ 1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  2. -1.  0.  2. -1. -1. -1.  2.
 -1. -1.]"
131,131,sản_phẩm mớithiết kế đẹp_mắt pin bao trâumực dù k có sạc nhanh nhưng vô pin cũng mau 😍,"[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0. -1. -1.  2. -1.  2. -1. -1. -1.
 -1. -1.]"
132,132,vừa mua có test mấy game nặng thấy cũng ok nhưng cảm_biến vân tay k đc nhạy cho lắm,"[ 0.  1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  0. -1.  1. -1. -1. -1. -1.
 -1. -1.]"
133,133,máy xài khá ok nhưng bắt wifi quá tệ kh dùng được quá lag vân tay quá tệ nhưng nhận_diện khuôn_mặt thì ok chỉ là kh hài_lòng về bắt sóng wifi,"[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0. -1.  1. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
134,134,tuyệt_vời vsmart joy pin trâu kinh_khủng_khiếp thiết_kế màn_hình t inch đẹp,"[ 0.  0.  1.  0.  0.  1.  0.  1.  0.  0. -1. -1.  2. -1. -1.  2. -1.  2.
 -1. -1.]"
135,135,pin trâu game mượt cấu_hình ổn hiệu_năng tuyệt_vời camera đủ chức_năng khá ổn trong tầm giá nên mua vivo hơn oppo realme cùng phân khúc,"[ 1.  0.  1.  1.  0.  1.  1.  0.  1.  0.  2. -1.  2.  2. -1.  2.  1. -1.
  2. -1.]"
136,136,"mình mua ở tgdd đc vài ngày nhân_viên tư_vấn nhiệt_tình chu_đáo 
 còn máy dùng thì pin hơi tụt nhanh một_chút nhưng dùng vẫn tạm chấp_nhận đc 
 còn lại mọi thứ thấy ok","[ 0.  0.  1.  0.  0.  1.  0.  0.  1.  0. -1. -1.  1. -1. -1.  2. -1. -1.
  2. -1.]"
137,137,sefie màu_da vàng_khè nút ứng_dụng mờ ko sắc nét so với tầm giá này thì thất_vọng quá mới mua hom qua mà thực_sự muốn đổi ko biết sao đây,"[ 1.  0.  0.  0.  0.  1.  1.  1.  0.  0.  0. -1. -1. -1. -1.  0.  1.  0.
 -1. -1.]"
138,138,máy rất tiện_lợi cho người lớn_tuổi đã mua cho ông nội chiếc máy này nếu được trang_bị thêm viên lớn là tuyệt_vời,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  1. -1. -1. -1. -1. -1.
 -1. -1.]"
139,139,máy sài mượt chụp đêm ảnh thu sáng rất tốt tiếc là có điều_kiện hốt em s ultra thì ngon nữa,"[ 1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  2. -1. -1.  2. -1. -1. -1. -1.
 -1. -1.]"
140,140,máy bắt mạng kém quá đôi lúc chơi game bị đơ bực_mình thất bỏ gần tr ra mua con máy này quá thất_vọng,"[ 0.  1.  0.  0.  0.  1.  1.  0.  0.  0. -1.  0. -1. -1. -1.  0.  1. -1.
 -1. -1.]"
141,141,mới mua ngày sạc lần tiếng với lần sạc thường ko chơi game chỉ lên mạng đọc tin_tức mà pin còn nạn rồi ghê,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
142,142,mới mua được ngày mọi thứ tạm ổn nhưng quá thất_vọng về pin mag tiếng dung_lượng pin mà xài hụt pin hơn cả oppo f mah để yên qua_ngày t_k đụng vô k bật bất_kỳ ứng_dụng hay chương_trình nào nhưng vẫn bị tụt hơn vậy là tại_sao đây,"[ 0.  0.  1.  0.  0.  1.  0.  0.  0.  0. -1. -1.  0. -1. -1.  1. -1. -1.
 -1. -1.]"
143,143,nhận máy m hôm_nay đc hôm thì máy lỗi đen màn gọi vẫn rung nhấn vẫn rung làm gì cũng k sáng màn lần đầu m tự khởi_động lại lần gọi tổng_đài thì bảo retore lại cài_đặt gốc lần gọi tổng_đài bảo mang ra quán thì nhân_viên vọc tí rồi cũng khởi_động lại bảo máy bt và k cho đổi mình tin_tưởng tgdd nên hay mua hàng ở đây nghĩ bh các kiểu tốt ai dè lần này thất_vọng vô_cùng,"[ 0.  0.  0.  1.  0.  0.  0.  0.  1.  0. -1. -1. -1.  0. -1. -1. -1. -1.
  0. -1.]"
144,144,máy mua để sử_dụng bình_thường thì được còn ai mua chiến game thì đừng mua chơi pubg dùng gyroscop nó bị chậm khoảng giây ghìm tay thì giật từng phát k có độ ổn_định mới mua xong về bán lại mất giá_trị so với ban_đầu đừng ai mua chơi game game chọn mua dòng xiaomi chất nhất,"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1. -1. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
145,145,dùng máy rất tốt hệ điều_hành mượt_mà camera đẹp chụp rất tốt pin khỏe ngày dùng mới cần sac,"[ 1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  2. -1.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
146,146,mọi thứ ổn làm rất tốtchỉ mỗi chơi pubg ngắm kéo mãi đéo chịu đi loạn cmn cảm_ứng chán,"[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
147,147,thấy các bác chê quáchứ e sài_thấy rất ổn pin trâu sài cã ngày vivu wifi g ổn cã có cái nhận_diện khuôn_mặt hơi chậm vân tay củng k nhạy lắm ngoài_ra thấy tất cã đều ổn trong tầm tiền bỏ ra,"[ 0.  1.  1.  0.  0.  1.  1.  0.  0.  0. -1.  1.  2. -1. -1.  2.  1. -1.
 -1. -1.]"
148,148,vsmart active rất ổn giá_cả tốt chúc tập_đoàn vingroup ngày_càng vương cao_sản_xuất nhiều sản_phẩm thông_minh hơn_nữa,"[ 0.  0.  0.  0.  0.  1.  1.  0.  1.  0. -1. -1. -1. -1. -1.  2.  2. -1.
  2. -1.]"
149,149,sản_phẩm ngon_lành trong tầm giámua cho phụ_huynh dùng rất thíchmáy nhanhpin trâusóng điện_thoại tốt,"[ 0.  1.  1.  1.  0.  1.  1.  0.  0.  0. -1.  2.  2.  2. -1.  2.  1. -1.
 -1. -1.]"
150,150,mua máy dc hôm r tất đều ổn chiến game tốt pubg liên_quân bản cập_nhật mới chơi vẫn rất tốt pin ổn có_thể xài đc cả ngày tuy_nhiên chiến game tốt mà facebook lướt có tý đã có dấu_hiệu hơi khựng lại đi kéo trang lên xuống còn các ứng_dụng khác đều tốt có vẽ facebook vẫn chưa dc tối_ưu kĩ hay s ấy,"[ 0.  0.  1.  1.  0.  1.  0.  0.  0.  0. -1. -1.  2.  1. -1.  2. -1. -1.
 -1. -1.]"
151,151,mới mua hồi sáng về dùng đc một lúc màn_hình bị đơ lag pin tụt nhanh khoảng p cho pin khi k sử_dụng bất_kì ứng_dụng nào trong khi đó mk để ở chế_độ tiết_kiệm pin được trang_bị sạc nhanh nhưng sạc vẫn chậm hơn tiếng cho một lần sạc đầy từ mic lúc thì nói ngk nghe đc lúc thì k 😠,"[ 0.  1.  1.  1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0. -1. -1. -1. -1.
 -1. -1.]"
